age,monthly_income,savings,investment_amount,risk_level,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,recommendations
21,86437,48700,26800,2,6787.48,34.76,3.96,5.0,-2.43,Crypto
46,103540,22300,9800,2,15581.29,11.99,2.42,4.05,-2.81,Crypto
19,77982,37300,17200,0,12667.97,15.13,4.19,1.9,-0.51,Bonds
19,107747,79300,53100,1,10609.41,19.33,4.03,3.73,0.64,Mutual Funds
37,191994,30500,14600,0,5757.27,19.62,4.68,5.17,0.24,Bonds
19,53231,17800,12800,1,6346.6,29.76,3.9,2.51,0.38,ETFs
23,34301,19200,15400,0,11536.14,28.69,0.73,5.16,0.95,Fixed Deposit
18,198783,49000,33800,1,9571.99,24.84,4.27,4.92,1.96,Index Funds
25,177395,28000,17400,0,5815.22,16.34,4.72,1.11,0.04,Gold
38,23752,22600,7200,0,12076.38,21.46,4.97,2.2,0.52,Fixed Deposit
21,103452,3400,2100,1,8507.97,26.31,1.06,3.71,0.53,Index Funds
28,149467,34900,22000,1,6503.67,24.04,3.26,4.59,0.22,Index Funds
22,126237,66100,28400,1,6286.62,13.82,1.4,5.4,0.03,ETFs
44,61273,21700,17400,1,8746.25,29.49,1.68,4.21,0.15,Mutual Funds
47,96878,1400,1000,0,13604.49,12.19,3.86,2.9,2.34,Fixed Deposit
29,9895,46600,23300,1,4641.6,21.35,4.9,1.92,2.15,Mutual Funds
25,124968,3400,2600,2,2944.26,31.3,3.18,4.8,-2.56,Real Estate
33,120700,59100,21900,1,11977.99,10.6,4.33,2.03,0.33,ETFs
25,81559,16100,6100,1,16493.75,27.1,0.54,4.48,0.01,ETFs
45,15699,22600,18100,0,10842.36,20.04,0.66,1.91,1.89,Bonds
21,14715,55600,21100,1,2299.41,10.26,3.19,1.46,-0.05,ETFs
39,24169,20500,6200,0,6162.75,15.71,2.25,2.26,0.38,Fixed Deposit
42,123413,30800,11400,1,17483.71,38.23,4.5,2.42,-0.97,ETFs
31,152235,19400,12200,1,4201.86,25.63,1.86,4.24,1.22,Mutual Funds
37,124264,79400,41300,2,9397.44,39.92,2.44,1.8,-1.87,Crypto
40,10782,32600,20900,2,11515.33,25.74,2.88,5.65,-0.46,Stocks
46,129481,21900,8300,2,5402.7,26.32,1.73,3.77,-1.58,Crypto
21,40585,32100,15100,0,12975.85,21.76,4.59,3.45,-0.45,Bonds
18,35682,12400,7200,0,12610.27,19.3,2.59,3.17,-0.82,Fixed Deposit
45,183936,9900,6200,1,11414.93,17.55,2.41,3.83,1.26,ETFs
31,134992,1000,600,1,4466.49,20.3,4.32,1.11,-0.33,ETFs
19,89416,12000,6800,1,8772.76,23.8,1.9,5.95,2.24,ETFs
31,191186,14700,5300,1,9318.36,15.76,4.18,3.79,-0.36,ETFs
27,132810,18600,12500,1,8816.24,16.75,1.05,1.18,-1.62,ETFs
41,43067,10500,3600,1,10544.03,18.15,1.32,3.95,-0.36,Index Funds
26,178757,33800,18300,0,3336.55,23.48,4.78,3.19,0.72,Bonds
18,23073,25500,13300,1,3664.24,29.58,4.29,1.12,2.53,Mutual Funds
38,41035,27200,11400,1,15302.91,35.68,2.25,5.62,-0.97,Mutual Funds
33,95373,63700,31200,0,13070.55,18.61,3.37,1.05,2.49,Gold
24,88362,9100,6900,0,14721.0,15.51,4.74,3.89,-0.28,Gold
33,95517,1600,1100,1,3624.74,21.37,1.45,5.81,-0.67,Index Funds
19,70450,8400,6200,0,14532.54,36.83,0.77,2.19,1.16,Gold
35,15382,27100,17100,1,3832.82,10.3,2.92,2.27,2.14,Mutual Funds
40,140509,66200,43000,1,9504.87,30.34,1.14,1.0,0.84,ETFs
24,66929,4700,2900,1,14222.52,24.31,1.34,1.33,-2.12,ETFs
40,103864,45800,14700,1,6563.44,14.83,4.51,1.22,0.5,Index Funds
42,148401,13100,6600,0,14657.11,19.63,0.53,5.11,3.26,Bonds
26,30169,11100,5300,1,9414.3,16.75,4.18,5.18,-3.42,Index Funds
33,92468,60100,29400,2,9800.66,36.33,2.83,4.63,0.56,Crypto
38,39594,31300,10000,0,14917.13,24.46,3.02,2.76,-0.43,Fixed Deposit
33,196703,15500,9900,2,11580.37,26.89,3.52,5.11,-1.4,Real Estate
44,50033,92500,39800,1,13392.1,27.81,2.44,3.7,1.55,Index Funds
29,68133,10800,5800,1,9397.76,29.19,1.02,2.52,-2.61,Mutual Funds
49,78861,19500,10300,0,11485.17,24.87,0.96,3.19,-0.53,Gold
39,188362,34800,20900,0,1900.43,10.54,3.89,1.33,1.5,Gold
38,36750,17900,7200,0,3224.99,20.04,1.49,5.72,1.33,Fixed Deposit
38,45461,17300,10200,0,14879.39,15.52,0.63,4.1,0.89,Gold
49,83222,28100,14300,1,2359.28,30.4,4.91,4.66,0.26,Mutual Funds
37,117020,3800,3000,1,16262.7,11.7,4.91,4.38,-0.19,ETFs
44,29226,18900,7200,0,4740.85,26.91,2.2,4.34,-0.71,Gold
33,11721,31100,13700,2,11191.02,16.32,0.61,1.09,-1.46,Crypto
39,192226,17400,12200,1,18938.72,38.47,3.77,3.63,1.22,Mutual Funds
38,25609,23900,17400,1,5628.76,20.07,4.24,5.11,0.32,ETFs
27,188202,49900,33400,1,4753.54,19.76,1.06,1.22,1.26,Index Funds
32,135513,45800,33900,1,11704.79,37.7,1.11,5.78,-1.17,Index Funds
32,109211,26900,9700,2,8139.58,22.52,4.2,3.12,-1.2,Stocks
38,191321,50500,34300,0,4788.29,38.89,4.65,2.45,0.74,Gold
18,184967,71400,52100,2,12689.65,10.73,4.06,3.66,-3.42,Real Estate
24,141728,14100,8000,2,4724.25,19.19,1.4,5.01,-3.79,Stocks
29,129865,21200,14800,2,19356.16,29.99,2.35,3.37,1.52,Real Estate
39,79520,71200,37000,1,8613.09,36.73,3.2,4.23,-1.06,Index Funds
43,199812,25500,15000,0,3715.85,17.69,1.22,3.5,0.29,Bonds
40,69309,19300,6900,0,11812.3,37.91,1.45,4.16,0.57,Fixed Deposit
40,34984,25800,7700,2,14258.62,27.82,1.77,1.69,1.55,Stocks
45,123947,5100,2400,1,5366.42,34.03,2.79,1.19,-0.66,ETFs
41,10901,11500,5400,0,8151.67,21.92,2.8,1.68,-0.58,Bonds
49,167624,1200,800,1,5035.15,16.37,4.16,2.43,-0.92,ETFs
21,36055,50900,26000,1,6166.23,37.34,3.89,2.27,0.93,ETFs
24,173757,24600,12100,1,6804.73,37.99,4.61,4.08,1.0,Mutual Funds
33,150788,40100,16800,0,6059.28,24.93,4.25,3.28,1.92,Gold
24,119099,6500,4000,2,5051.92,10.19,1.64,1.19,-1.87,Crypto
34,16138,14400,11200,1,11792.03,13.29,1.99,1.17,3.35,Index Funds
29,171370,3700,1700,1,11801.23,27.19,2.75,1.45,-0.47,Mutual Funds
33,187184,30400,13400,0,9586.96,10.71,0.56,2.77,-0.07,Bonds
50,28429,9000,3500,0,13462.86,21.91,4.57,1.03,0.25,Fixed Deposit
24,55200,18300,5500,1,12997.8,19.1,0.7,3.47,-1.37,Mutual Funds
33,184316,46200,18000,1,11043.05,31.43,1.95,2.8,-0.62,Index Funds
50,106268,15600,7000,1,17795.47,11.67,3.06,3.78,2.19,Mutual Funds
45,22347,48100,38500,1,6454.15,24.66,2.83,4.6,2.21,Mutual Funds
49,152992,83200,42400,1,14423.91,27.37,3.45,2.25,0.31,Index Funds
20,36822,42900,15000,0,1873.98,28.52,2.87,1.79,1.57,Bonds
47,182731,12900,5300,1,6225.35,22.15,1.53,2.39,0.62,Mutual Funds
37,45108,52700,20000,1,12759.93,19.13,1.4,1.01,-0.09,ETFs
34,133955,2200,1200,2,8465.43,30.47,4.58,1.6,-1.13,Crypto
21,12967,13200,4500,2,6750.22,35.43,1.69,4.75,-1.29,Real Estate
39,115719,16500,10100,1,9677.27,30.81,1.76,2.11,-1.14,Mutual Funds
39,16871,59700,19100,1,17640.71,37.96,2.36,5.97,2.42,Index Funds
33,169685,12400,8400,1,11291.05,31.52,1.13,1.84,1.31,Mutual Funds
30,33179,58100,44200,1,12962.2,32.94,2.78,4.94,2.16,Index Funds
50,188260,1900,1200,0,3495.4,15.04,3.49,4.53,0.6,Fixed Deposit
32,60099,26900,8600,1,1105.54,22.59,4.04,2.61,-1.32,ETFs
39,40262,6400,3800,0,10729.35,24.55,3.7,2.65,0.9,Bonds
29,83213,1000,700,1,6509.97,17.69,1.16,3.82,1.9,ETFs
48,122407,34700,25000,0,11370.86,25.86,2.55,5.26,0.96,Bonds
43,154340,31900,16900,1,4338.93,18.72,0.67,2.93,-1.98,Index Funds
41,91269,46000,17500,2,9103.72,30.63,0.58,1.31,-2.21,Crypto
29,65545,6000,4000,1,8942.73,24.11,2.48,2.87,0.95,ETFs
38,44922,39400,28400,0,17293.95,23.76,1.64,2.04,-0.47,Bonds
24,47913,42400,32200,0,12397.35,39.51,3.58,5.7,0.47,Gold
25,102033,31300,14100,2,14683.93,21.77,3.76,4.49,-1.09,Real Estate
20,109792,41200,26400,1,7302.88,20.87,4.53,1.25,0.19,Index Funds
30,191749,2200,1100,2,2022.28,19.56,3.92,2.46,-1.65,Stocks
49,185913,38700,24400,1,6307.14,36.84,0.72,1.25,0.37,Index Funds
49,182404,31700,23100,0,7775.87,24.9,2.17,5.15,1.09,Gold
18,124863,3500,1900,1,5978.13,28.0,1.73,5.53,1.18,Mutual Funds
29,161104,30300,10000,1,8191.98,15.42,2.24,1.56,-1.96,ETFs
25,173918,29600,14800,1,6588.11,26.23,1.22,3.2,0.7,ETFs
19,195546,89100,51700,1,12429.45,18.24,0.94,5.66,-0.88,ETFs
31,49936,66300,37100,1,17669.87,31.92,2.84,1.73,2.29,Index Funds
37,165866,11600,8400,0,6622.37,34.98,3.74,2.46,1.43,Gold
22,197660,67100,43600,1,3476.6,31.44,3.66,2.52,0.04,Index Funds
35,186403,98000,76400,1,11206.48,31.91,2.53,1.15,3.27,Mutual Funds
28,33141,61400,25200,1,10390.12,25.37,2.85,1.18,-1.09,Mutual Funds
22,145146,3300,2300,1,7609.96,31.36,2.82,5.76,-0.09,Index Funds
27,142478,41400,13200,1,4205.33,22.68,3.61,3.86,0.81,ETFs
24,102359,19700,13800,0,10641.17,29.54,0.72,2.53,3.05,Bonds
41,128279,6300,3500,1,3656.63,17.77,3.69,2.89,2.2,Index Funds
43,159363,18600,12600,0,10263.49,12.09,3.12,4.57,1.2,Bonds
43,46568,56800,26100,2,9348.64,22.4,1.39,2.83,-1.32,Crypto
32,102539,33500,24800,2,12550.87,23.85,0.72,2.14,-1.32,Stocks
26,51851,4600,2300,0,5581.13,17.69,0.99,1.51,1.04,Fixed Deposit
18,59823,45200,17200,1,14864.25,31.83,2.86,4.64,-1.88,ETFs
29,28312,30800,22200,1,12043.28,12.21,3.91,1.9,0.48,Index Funds
22,179180,63300,34800,0,3916.98,16.68,2.01,1.35,1.21,Bonds
26,170243,1200,900,1,4326.03,32.46,2.21,3.13,-2.22,Index Funds
37,177851,55700,21700,0,7309.72,23.11,4.7,1.2,0.97,Gold
26,103723,8800,7000,2,20591.56,31.16,1.46,5.82,1.34,Crypto
34,17411,14100,9000,1,13603.35,27.02,0.97,4.14,-0.54,Mutual Funds
48,62009,87900,37800,1,17998.77,38.52,2.05,1.76,-0.23,Mutual Funds
49,151494,10000,4500,2,14814.26,27.93,3.86,1.86,-2.68,Real Estate
24,178540,27100,12200,0,8602.06,10.45,3.32,3.85,-0.16,Bonds
41,37371,26200,18100,2,8073.35,20.59,2.37,2.78,-2.29,Crypto
49,62022,35000,26300,2,15268.03,14.29,4.84,4.87,-1.03,Stocks
29,76229,42900,21000,1,15510.08,37.74,3.81,3.73,-0.6,ETFs
31,104071,22400,9400,2,12463.73,13.12,0.78,3.17,-1.73,Crypto
46,187268,1700,1000,2,13030.54,21.63,3.85,5.81,-1.87,Real Estate
49,101774,36000,24800,1,14860.23,16.78,0.61,2.95,-1.8,Index Funds
27,31715,8000,2600,1,12186.06,35.4,3.43,3.0,1.83,ETFs
39,32605,56600,37900,1,13838.93,19.26,1.45,4.33,-0.11,ETFs
28,104853,7200,3700,1,12599.75,39.76,3.63,5.05,1.9,Mutual Funds
26,36174,2000,1200,1,3539.47,11.16,1.89,4.13,-0.61,ETFs
32,146028,15200,9300,0,13218.07,13.85,4.43,4.49,-0.58,Gold
27,81373,28500,20500,1,3920.88,16.74,2.02,2.86,-0.64,ETFs
40,74252,25400,16000,2,14997.31,34.33,3.29,3.4,-4.47,Stocks
45,198021,44500,13400,1,8471.63,36.36,1.79,1.99,0.76,Index Funds
30,198718,19600,13100,0,11989.37,12.14,4.63,4.4,-0.16,Bonds
50,75017,75300,25600,0,9662.16,10.97,4.01,2.11,0.08,Gold
28,68037,8700,3700,2,2837.49,32.34,1.59,1.01,-3.14,Crypto
49,94818,45600,34700,0,4895.52,14.0,4.77,5.67,-0.04,Gold
20,11548,54300,39100,1,14907.89,13.99,2.11,2.53,-0.66,ETFs
43,121981,3400,2100,1,15056.91,10.67,3.43,1.98,0.19,Index Funds
50,159249,73700,38300,1,14539.96,11.49,3.84,2.34,-0.11,Index Funds
38,29022,77700,25600,1,16016.57,17.91,0.6,2.65,-0.73,Mutual Funds
19,111297,56300,41700,0,13340.47,11.95,4.82,3.37,0.84,Fixed Deposit
36,141614,37500,22100,0,13951.41,21.07,2.05,1.35,1.54,Gold
24,65428,15700,8600,0,2299.07,34.98,1.35,1.26,-0.61,Gold
41,158812,38600,29000,1,14894.23,19.79,4.33,2.46,-2.17,Index Funds
50,64353,21100,13500,1,8932.86,31.84,3.66,2.48,-2.07,Mutual Funds
27,118132,47300,37400,1,22886.19,12.82,0.89,1.59,0.63,Mutual Funds
29,192604,5000,3600,1,13711.53,29.78,1.03,3.02,1.94,Index Funds
40,21052,45000,30200,1,14799.78,19.5,3.72,2.42,-2.72,ETFs
41,105689,31000,14000,2,12416.11,32.49,0.84,1.13,-1.53,Real Estate
50,183148,22500,14400,0,4921.06,14.09,4.63,5.43,-0.5,Bonds
26,189492,54800,35100,2,7194.4,36.94,3.84,5.43,-3.06,Crypto
27,136743,25100,16300,1,14941.89,17.28,2.01,2.05,-0.14,Mutual Funds
32,5163,30100,10500,0,2206.51,20.59,2.13,1.81,0.54,Gold
20,46424,43600,29600,0,10499.62,38.51,2.78,3.74,0.72,Gold
35,189816,17900,7900,0,11340.83,27.35,2.12,4.15,-0.6,Fixed Deposit
32,146706,24400,14200,1,14767.13,20.97,4.03,5.79,-0.53,Mutual Funds
35,140870,1100,700,1,3615.34,38.49,4.89,2.89,-1.53,ETFs
32,27420,6400,3200,2,9868.82,19.87,3.13,4.09,-2.66,Stocks
30,125575,12500,6600,0,2468.13,12.85,2.51,5.39,-0.28,Fixed Deposit
49,34300,6200,3600,1,3830.46,39.91,1.5,3.25,0.61,Mutual Funds
20,94881,14300,9900,0,2960.82,18.04,3.44,1.61,0.02,Fixed Deposit
23,15749,75600,32500,1,11660.31,35.54,3.59,2.89,1.66,Mutual Funds
26,109131,44000,19800,0,3610.13,14.97,3.58,1.68,0.52,Gold
38,161193,30500,11600,0,12163.4,31.94,0.62,1.08,0.99,Fixed Deposit
44,133563,5800,2600,1,5984.31,25.73,4.55,4.76,0.25,Index Funds
20,42487,12600,4200,1,14595.24,39.43,2.02,2.19,2.79,Index Funds
27,169433,1600,1100,1,12939.79,26.58,3.85,1.01,-0.73,Mutual Funds
18,26223,37100,23000,1,15160.09,10.75,3.92,5.36,1.02,Mutual Funds
28,77930,13100,10500,0,14437.97,28.12,3.43,3.22,0.37,Gold
41,150128,72200,52700,1,15623.81,14.36,2.28,2.19,1.11,Mutual Funds
34,33380,37100,17800,1,13621.83,33.96,3.24,2.31,0.5,ETFs
26,31035,17100,6500,0,11734.52,35.7,0.68,2.2,-0.06,Fixed Deposit
50,35620,2800,2100,0,3692.73,24.46,3.93,1.97,0.57,Gold
34,155949,31000,10900,0,6080.51,33.5,0.95,5.21,0.76,Bonds
36,191388,18700,6700,0,4544.66,14.35,2.29,1.85,0.95,Gold
43,122360,37700,20700,1,9451.6,24.76,0.97,3.81,2.19,ETFs
50,58352,56700,28900,0,10296.96,21.82,4.27,1.39,0.29,Gold
35,166983,28900,12400,1,13241.81,28.34,2.98,5.75,-1.65,ETFs
48,168856,18000,12600,1,15337.4,11.33,3.61,4.02,0.25,ETFs
22,8191,45300,34400,1,6627.83,32.56,3.57,5.52,-0.67,Mutual Funds
26,169232,19500,13500,1,8114.65,12.37,4.29,2.99,-0.71,Mutual Funds
41,95536,12400,6600,1,16472.03,29.69,1.1,5.05,-0.48,Mutual Funds
25,109576,12800,5000,2,6257.14,10.55,3.47,5.27,-1.35,Stocks
36,185795,28200,12700,1,12921.24,34.96,3.09,4.51,-3.6,ETFs
34,8631,50900,38200,1,5738.3,15.24,0.64,1.46,2.21,ETFs
28,142244,45900,26600,1,10431.53,25.46,1.41,1.08,-0.73,Index Funds
43,47080,46200,33300,1,10703.25,17.84,1.7,1.84,-2.57,ETFs
50,95353,13100,5400,1,19861.98,31.68,0.83,1.59,0.27,Index Funds
24,156353,7100,2400,0,13758.42,19.64,2.1,4.63,0.92,Bonds
40,33671,6000,2800,1,4020.09,31.74,0.62,3.79,-0.27,Index Funds
24,127811,37700,24500,2,4691.35,18.55,2.99,3.63,-1.93,Stocks
28,187503,41900,18400,2,8519.98,32.57,1.45,2.26,-2.12,Real Estate
41,132734,32500,22400,0,15917.69,10.92,1.79,1.77,3.42,Bonds
30,164674,68100,36800,2,11973.75,18.5,4.6,2.03,-2.12,Real Estate
44,56399,26100,10200,2,8015.89,24.96,2.76,3.0,-2.44,Crypto
28,159544,46100,30400,0,8021.59,11.35,1.71,4.7,-0.46,Gold
36,185302,14100,6100,0,9026.21,15.58,3.19,2.27,1.23,Fixed Deposit
32,12099,34200,21200,1,17078.56,38.04,1.41,4.49,2.49,ETFs
25,161503,34200,16800,0,12133.82,39.31,0.83,3.46,-0.32,Gold
40,61492,23900,18400,1,14020.35,32.19,0.59,5.43,-0.34,Mutual Funds
39,101722,47100,21200,1,11586.66,17.57,4.78,2.16,-1.93,Mutual Funds
25,183756,32700,14100,0,10404.89,17.82,3.76,3.25,1.63,Bonds
44,35111,9000,6700,1,15774.59,29.37,4.1,1.48,-0.1,Index Funds
25,68936,2400,1800,0,14125.08,13.53,4.91,2.68,-0.06,Gold
21,158686,17500,6300,1,13204.94,38.45,4.69,3.53,0.65,Index Funds
35,178063,52000,17700,1,12400.71,16.74,3.82,4.66,0.45,ETFs
25,65920,13900,10700,1,4942.69,39.99,3.62,1.99,-0.21,ETFs
34,68530,21600,8200,0,12898.33,24.87,2.02,2.09,1.98,Fixed Deposit
49,172296,7400,3500,1,7457.94,33.14,0.97,4.16,-2.41,Index Funds
20,12788,23500,16200,1,6334.84,10.07,3.08,2.91,0.32,ETFs
49,33082,17500,8400,0,6347.46,36.66,3.09,3.41,0.61,Bonds
47,128287,19100,6300,1,13166.87,18.1,4.79,5.18,-0.62,Index Funds
42,94570,8100,4200,1,6314.39,30.04,2.49,3.5,0.92,ETFs
37,106015,5000,3900,1,8197.74,34.19,3.61,4.26,0.99,Index Funds
39,88588,36200,28600,0,9012.05,14.92,3.09,4.28,1.66,Bonds
29,152603,42800,27400,1,2237.03,23.28,1.3,5.02,-0.17,ETFs
41,93340,2500,1100,1,3677.62,24.82,3.16,4.19,-0.33,ETFs
48,99439,18600,13400,1,12873.34,19.36,2.93,1.32,0.81,Index Funds
39,180929,6000,3900,0,14309.73,24.45,2.72,2.71,-0.3,Fixed Deposit
23,146214,29000,15100,2,10765.19,19.53,2.81,5.95,-2.28,Real Estate
28,120053,51500,32400,0,22015.45,20.82,1.24,1.98,1.29,Bonds
43,53355,25600,17900,2,12465.37,30.08,2.59,3.93,-2.75,Crypto
35,145938,13500,6300,0,7807.74,28.98,3.23,5.21,0.6,Bonds
50,130426,21400,9800,0,12423.03,16.97,2.7,3.93,3.81,Gold
39,69027,33600,14100,1,18311.46,36.92,2.7,2.86,0.8,ETFs
29,193978,11300,6300,2,8121.39,35.88,0.85,1.4,-1.04,Stocks
39,164210,46500,16700,1,4987.05,25.27,1.36,2.81,-0.68,ETFs
46,97601,2000,1200,0,16963.28,23.0,1.94,1.91,0.56,Gold
19,34956,18300,9900,1,9918.56,21.31,2.39,5.8,-0.03,Mutual Funds
46,109797,24100,17400,1,10149.03,31.22,3.17,4.58,1.13,ETFs
41,129917,34200,15700,0,10639.69,30.15,4.39,4.75,2.18,Gold
19,131303,43200,18600,0,8510.02,15.89,1.22,3.18,1.97,Bonds
43,141511,35600,13200,2,16668.79,30.14,0.57,1.55,-1.73,Stocks
33,183313,52600,15800,0,8625.71,17.57,2.52,2.33,0.02,Bonds
45,47533,24500,19400,0,5573.93,10.56,2.44,2.3,0.74,Fixed Deposit
34,164342,30500,22900,1,14204.74,30.98,2.98,3.43,2.28,Index Funds
34,83815,4200,2900,1,10343.45,29.34,4.25,3.3,0.54,Index Funds
50,44279,34700,14900,2,4564.24,22.32,4.11,3.17,-1.03,Crypto
18,114787,42700,27800,0,9636.17,25.77,0.95,3.48,0.65,Bonds
18,159960,11300,5200,1,13638.77,38.42,4.7,5.94,2.73,ETFs
26,153702,16800,7900,1,2527.56,27.86,1.0,2.49,-0.38,ETFs
38,66063,37800,28400,2,10612.9,29.74,3.36,4.08,-1.05,Crypto
48,132896,56800,42600,0,6443.17,11.92,3.53,2.2,-0.05,Gold
46,171216,86100,40500,1,6735.23,14.98,3.56,3.33,-0.98,Index Funds
25,188233,29000,9300,0,7286.96,19.03,1.69,2.0,1.24,Fixed Deposit
49,187051,18600,10400,1,7254.71,26.18,1.99,3.79,-0.97,Mutual Funds
48,102661,35500,18500,1,12908.29,33.3,2.97,2.33,1.94,Index Funds
24,143051,34800,13200,0,12557.9,19.64,1.4,1.18,0.74,Bonds
27,162261,18300,7000,1,12385.69,20.69,0.59,5.08,1.05,Mutual Funds
21,178672,29500,13600,1,2580.47,17.68,3.03,1.64,1.03,Index Funds
22,195632,13000,5300,1,23160.12,17.64,2.59,2.84,1.28,Index Funds
29,128257,25300,13700,1,9598.76,38.47,3.46,3.39,-0.46,Mutual Funds
20,197630,6500,3000,1,11239.47,29.06,1.16,3.16,-1.47,Mutual Funds
40,91205,81000,55900,0,5977.01,14.68,4.28,4.63,-0.71,Bonds
47,11910,12400,9900,0,7210.91,31.67,1.16,3.98,1.39,Fixed Deposit
22,193785,21200,12100,2,4985.03,31.66,4.51,2.48,-2.65,Crypto
35,51857,17100,6300,2,14118.78,29.99,2.52,1.26,-3.0,Crypto
29,39964,26100,20600,1,7854.6,14.04,2.97,4.84,0.34,Index Funds
22,161299,51700,26400,1,9939.34,22.24,4.53,2.76,1.27,ETFs
45,142050,9100,6900,0,11566.04,13.2,1.85,5.45,1.47,Gold
43,22153,67600,31100,1,6826.74,34.5,1.32,2.98,-1.43,Mutual Funds
31,64765,5500,3500,1,12458.12,29.66,2.51,4.59,-1.77,ETFs
45,113212,6000,3900,2,12117.69,25.22,1.6,5.7,-1.03,Stocks
45,44071,13300,8600,0,12411.04,20.29,2.88,4.26,-0.59,Bonds
20,117990,68000,49000,0,8027.76,15.53,1.74,3.07,-0.5,Gold
45,74519,53200,41000,1,11022.94,13.19,4.39,3.84,0.18,ETFs
41,14503,25800,8800,1,4159.04,39.08,3.23,3.72,2.11,ETFs
32,196775,52500,32000,1,13022.8,15.99,0.5,3.92,-0.09,Index Funds
21,100457,1700,1200,1,14853.0,11.8,4.12,1.73,1.41,ETFs
39,193938,19700,9100,1,7125.92,38.85,1.99,4.49,0.98,ETFs
28,152977,47500,38000,2,14663.38,26.47,1.94,1.73,-1.07,Real Estate
18,50838,28200,10400,1,10612.06,33.9,2.22,1.07,0.96,ETFs
47,130200,32200,24500,0,13786.42,11.31,3.34,4.12,0.86,Gold
32,194351,4000,2500,1,19973.43,27.01,2.49,1.58,0.0,Mutual Funds
41,94489,6200,3500,1,13439.07,21.95,3.33,4.85,0.26,Mutual Funds
19,31806,48300,19300,1,12783.76,33.16,1.16,5.33,-0.09,Index Funds
43,181072,14300,10300,2,7666.71,11.15,4.87,5.72,-1.64,Stocks
32,158240,16500,10100,1,4225.09,22.05,3.78,4.32,3.55,Index Funds
19,75119,14300,10300,1,12014.82,33.97,1.63,3.41,1.58,ETFs
29,43714,14300,8200,1,4994.29,25.68,3.76,2.76,0.79,Index Funds
33,190165,27000,11900,0,4035.33,26.5,3.09,3.45,-0.61,Gold
33,60419,18200,12900,1,11995.62,12.91,0.99,1.95,-0.14,ETFs
33,185217,41500,20300,1,6680.12,13.97,1.3,2.74,-1.76,ETFs
31,110432,11100,4300,1,15417.87,30.31,0.69,4.59,0.7,Index Funds
27,97949,46700,34600,0,14275.27,30.25,4.14,2.09,0.5,Bonds
44,138533,43300,30700,1,13393.34,39.37,2.98,2.32,-0.31,ETFs
49,150363,11300,7000,1,13370.37,31.36,1.93,4.75,0.04,Index Funds
22,182876,26000,10400,0,19159.76,24.8,1.07,1.89,-0.45,Gold
24,81971,35200,20100,0,16547.6,35.72,2.68,2.23,-0.74,Gold
33,98471,50500,37400,1,10505.8,13.13,2.86,1.09,-1.16,ETFs
50,69946,3200,2000,2,5900.5,23.48,3.66,4.6,-1.53,Real Estate
25,103989,22100,14600,2,15665.68,18.61,4.86,4.09,-1.05,Real Estate
43,89080,92800,28800,0,14186.22,13.14,2.46,4.47,-0.94,Gold
32,197404,12300,4300,1,7882.87,32.91,2.33,2.07,1.63,Index Funds
46,82794,38500,19600,0,2282.76,25.32,2.16,4.44,-0.93,Bonds
40,35841,31500,12900,1,14224.8,26.7,4.22,3.98,-3.05,ETFs
44,129447,22400,13900,0,2950.52,22.34,1.2,2.83,0.44,Fixed Deposit
44,125029,37300,14900,0,15838.27,23.81,2.05,3.19,0.94,Gold
49,184830,30400,15500,1,16216.6,13.48,3.76,3.84,1.45,Mutual Funds
24,81272,61300,38600,0,3825.32,30.19,0.57,3.47,0.25,Bonds
23,42643,13800,7900,2,13055.12,22.97,1.8,4.21,-1.71,Crypto
31,186480,33100,23800,2,2813.05,34.5,3.39,1.9,-1.2,Crypto
29,48950,40500,13400,0,11142.3,15.89,1.34,3.7,0.9,Gold
28,192921,36200,28600,1,5636.0,16.15,1.86,3.25,2.19,Mutual Funds
43,105500,32600,13400,2,11504.15,29.37,2.69,3.31,-1.71,Crypto
32,164116,17400,12400,1,11590.75,35.38,2.4,3.35,0.32,Mutual Funds
24,130588,50500,33800,1,4600.16,24.17,0.98,5.41,-0.83,Index Funds
41,20997,45700,31100,1,9205.17,31.81,4.72,5.09,-1.24,ETFs
49,84751,19700,10200,0,5456.71,39.98,0.7,4.15,0.05,Fixed Deposit
33,103605,32700,11100,1,9136.21,39.71,3.87,4.58,-0.2,ETFs
22,159983,55000,33600,1,2933.01,32.33,0.82,1.21,-3.04,Mutual Funds
31,60533,3200,2400,0,9712.87,32.19,2.6,4.72,0.3,Gold
23,87566,14800,5600,1,21753.4,17.43,1.29,3.43,0.49,Index Funds
44,150643,38200,12200,2,21774.03,35.01,1.13,2.59,1.12,Real Estate
21,113255,21000,6700,1,14373.88,22.15,1.07,1.7,-0.86,Index Funds
44,194013,36500,25900,2,18930.45,38.86,2.54,1.38,-2.38,Real Estate
36,63005,52200,31800,0,2709.91,12.44,2.82,1.22,-0.63,Gold
28,194784,68300,54600,1,3565.8,23.08,1.1,1.81,1.06,Mutual Funds
37,48541,49100,29500,1,9512.44,26.68,4.91,1.15,-0.11,Mutual Funds
22,28387,37300,22400,0,14393.15,22.15,1.66,4.66,1.27,Fixed Deposit
19,98980,56100,25200,1,24060.42,16.32,2.56,2.24,-1.95,Mutual Funds
39,184980,72700,37100,1,3139.66,27.79,1.47,2.84,1.22,Mutual Funds
